This file was created using the 202002 Bloomberg database. It contains
value- and equal-weighted returns for the intersections of 2 ME portfolios
and 3 INV portfolios in Developed.

The portfolios are constructed at the end of June.  ME is market cap at the end
of June. Investment is the change in total assets from the fiscal year ending in year t-2
to the fiscal year ending in t-1, divided by t-2 total assets.
The annual returns are from January to December.

The break points include utilities and include financials.

The portfolios include utilities and include financials.

Missing data are indicated by -99.99.



  Average Value Weighted Returns -- Monthly
,SMALL LoINV,ME1 INV2,SMALL HiINV,BIG LoINV,ME2 INV2,BIG HiINV
201201   ,5849   ,3384   ,4176    ,761   ,1024    ,759
201202   ,5796   ,3368   ,4162    ,761   ,1023    ,757
201203   ,5776   ,3358   ,4143    ,759   ,1022    ,755
201204   ,5748   ,3343   ,4119    ,754   ,1020    ,754
201205   ,5729   ,3339   ,4108    ,751   ,1019    ,753
201206   ,5691   ,3333   ,4089    ,751   ,1015    ,752
201207   ,5877   ,3244   ,4535    ,727    ,968    ,726
201208   ,5845   ,3226   ,4518    ,725    ,967    ,723
201209   ,5816   ,3210   ,4501    ,723    ,964    ,722
201210   ,5781   ,3200   ,4488    ,723    ,961    ,721
201211   ,5754   ,3193   ,4467    ,722    ,960    ,720
201212   ,5712   ,3178   ,4453    ,720    ,960    ,720
201301   ,5673   ,3165   ,4433    ,720    ,957    ,718
201302   ,5651   ,3158   ,4418    ,719    ,956    ,718
201303   ,5617   ,3148   ,4412    ,716    ,954    ,717
201304   ,5585   ,3136   ,4389    ,714    ,953    ,716
201305   ,5569   ,3128   ,4373    ,714    ,952    ,715
201306   ,5538   ,3118   ,4363    ,711    ,948    ,714
201307   ,6141   ,3132   ,4155    ,714    ,951    ,714
201308   ,6108   ,3118   ,4141    ,710    ,948    ,712
201309   ,6076   ,3112   ,4132    ,709    ,948    ,712
201310   ,6044   ,3094   ,4120    ,707    ,945    ,711
201311   ,6011   ,3084   ,4102    ,704    ,945    ,710
201312   ,5983   ,3078   ,4083    ,703    ,944    ,710
201401   ,5961   ,3065   ,4071    ,700    ,943    ,707
201402   ,5929   ,3056   ,4060    ,698    ,941    ,707
201403   ,5901   ,3044   ,4043    ,697    ,941    ,707
201404   ,5872   ,3039   ,4021    ,696    ,941    ,707
201405   ,5854   ,3032   ,4007    ,696    ,941    ,706
201406   ,5831   ,3025   ,3996    ,696    ,940    ,705
201407   ,5897   ,3250   ,4399    ,754   ,1005    ,755
201408   ,5869   ,3246   ,4384    ,753   ,1003    ,753
201409   ,5840   ,3234   ,4376    ,750   ,1000    ,752
201410   ,5809   ,3223   ,4367    ,751    ,998    ,750
201411   ,5785   ,3211   ,4354    ,750    ,995    ,749
201412   ,5767   ,3204   ,4338    ,749    ,995    ,747
201501   ,5735   ,3192   ,4328    ,748    ,991    ,744
201502   ,5697   ,3182   ,4321    ,744    ,991    ,741
201503   ,5667   ,3172   ,4300    ,744    ,990    ,740
201504   ,5642   ,3161   ,4280    ,742    ,990    ,738
201505   ,5620   ,3151   ,4270    ,740    ,986    ,736
201506   ,5590   ,3140   ,4252    ,737    ,986    ,734
201507   ,5888   ,3181   ,4589    ,751   ,1000    ,752
201508   ,5861   ,3169   ,4572    ,747    ,996    ,750
201509   ,5832   ,3158   ,4559    ,745    ,994    ,747
201510   ,5793   ,3139   ,4552    ,745    ,992    ,745
201511   ,5758   ,3131   ,4534    ,743    ,990    ,743
201512   ,5726   ,3124   ,4520    ,743    ,988    ,743
201601   ,5695   ,3107   ,4510    ,739    ,986    ,741
201602   ,5662   ,3092   ,4499    ,739    ,980    ,740
201603   ,5633   ,3074   ,4481    ,738    ,976    ,737
201604   ,5601   ,3070   ,4463    ,735    ,974    ,732
201605   ,5576   ,3060   ,4446    ,731    ,971    ,732
201606   ,5541   ,3053   ,4427    ,727    ,969    ,732
201607   ,5619   ,3485   ,4663    ,722    ,959    ,721
201608   ,5587   ,3472   ,4650    ,720    ,955    ,721
201609   ,5553   ,3458   ,4631    ,719    ,953    ,719
201610   ,5515   ,3441   ,4609    ,713    ,949    ,716
201611   ,5482   ,3433   ,4593    ,712    ,946    ,716
201612   ,5456   ,3416   ,4581    ,712    ,944    ,713
201701   ,5432   ,3402   ,4561    ,712    ,941    ,710
201702   ,5415   ,3387   ,4544    ,710    ,939    ,710
201703   ,5385   ,3375   ,4528    ,708    ,939    ,708
201704   ,5370   ,3363   ,4511    ,705    ,937    ,705
201705   ,5350   ,3358   ,4496    ,704    ,937    ,704
201706   ,5321   ,3345   ,4485    ,704    ,934    ,704
201707   ,5646   ,3403   ,4864    ,746    ,994    ,746
201708   ,5616   ,3391   ,4850    ,743    ,992    ,745
201709   ,5581   ,3377   ,4843    ,741    ,990    ,742
201710   ,5551   ,3368   ,4832    ,738    ,987    ,740
201711   ,5526   ,3355   ,4812    ,735    ,984    ,740
201712   ,5503   ,3342   ,4798    ,735    ,982    ,737
201801   ,5481   ,3332   ,4785    ,734    ,980    ,736
201802   ,5449   ,3325   ,4770    ,731    ,979    ,734
201803   ,5425   ,3316   ,4759    ,730    ,977    ,734
201804   ,5401   ,3302   ,4744    ,726    ,975    ,731
201805   ,5379   ,3294   ,4727    ,725    ,975    ,729
201806   ,5344   ,3287   ,4713    ,725    ,974    ,726
201807   ,5397   ,3485   ,5333    ,758   ,1009    ,758
201808   ,5371   ,3476   ,5323    ,756   ,1006    ,755
201809   ,5342   ,3468   ,5304    ,755   ,1005    ,755
201810   ,5315   ,3455   ,5291    ,754   ,1002    ,753
201811   ,5279   ,3446   ,5280    ,751   ,1001    ,753
201812   ,5251   ,3434   ,5262    ,747    ,997    ,750
201901   ,5213   ,3417   ,5242    ,747    ,996    ,750
201902   ,5193   ,3412   ,5232    ,745    ,992    ,750
201903   ,5167   ,3403   ,5220    ,745    ,990    ,748
201904   ,5143   ,3390   ,5204    ,743    ,985    ,748
201905   ,5114   ,3381   ,5190    ,738    ,983    ,748
201906   ,5089   ,3370   ,5174    ,736    ,983    ,747
201907   ,5635   ,3231   ,5705    ,681    ,904    ,682
201908   ,5589   ,3219   ,5689    ,679    ,903    ,678
201909   ,5570   ,3204   ,5670    ,678    ,903    ,677
201910   ,5539   ,3195   ,5654    ,678    ,902    ,675
201911   ,5503   ,3180   ,5634    ,677    ,902    ,674
201912   ,5487   ,3169   ,5621    ,677    ,901    ,673
202001   ,5466   ,3153   ,5592    ,674    ,900    ,672
202002   ,5427   ,3140   ,5573    ,673    ,900    ,669



  Average Firm Size
,SMALL LoINV,ME1 INV2,SMALL HiINV,BIG LoINV,ME2 INV2,BIG HiINV
199007      ,103.48      ,138.94      ,124.92     ,2860.41     ,3328.34     ,2909.29
199008      ,105.64      ,141.10      ,125.74     ,2917.78     ,3351.98     ,2920.65
199009       ,94.06      ,125.64      ,110.06     ,2643.82     ,3007.01     ,2628.52
199010       ,84.70      ,113.13       ,98.28     ,2383.18     ,2677.65     ,2277.74
199011       ,87.70      ,117.09       ,99.12     ,2647.60     ,2938.45     ,2524.58
199012       ,84.86      ,116.20       ,99.17     ,2543.27     ,2868.55     ,2453.74
199101       ,85.08      ,117.53      ,100.30     ,2580.83     ,2928.10     ,2493.84
199102       ,86.08      ,118.89      ,102.79     ,2606.05     ,3036.20     ,2606.15
199103       ,96.62      ,131.74      ,114.94     ,2828.34     ,3305.15     ,2861.34
199104       ,96.42      ,131.63      ,117.13     ,2741.18     ,3243.46     ,2776.99
199105       ,97.38      ,133.09      ,117.34     ,2751.65     ,3271.14     ,2802.82
199106       ,98.39      ,134.08      ,118.32     ,2758.53     ,3331.66     ,2836.07
199107       ,88.42      ,132.21      ,122.98     ,2285.36     ,3191.50     ,3005.91
199108       ,90.69      ,135.33      ,126.30     ,2378.11     ,3317.99     ,3142.18
199109       ,89.66      ,135.02      ,126.82     ,2358.60     ,3283.73     ,3126.52
199110       ,93.64      ,139.86      ,131.83     ,2441.98     ,3364.77     ,3217.53
199111       ,95.62      ,141.36      ,133.70     ,2473.92     ,3415.42     ,3294.10
199112       ,91.34      ,136.28      ,128.31     ,2350.29     ,3240.38     ,3146.22
199201       ,94.94      ,142.76      ,135.50     ,2488.74     ,3460.52     ,3411.04
199202       ,97.85      ,145.39      ,138.59     ,2447.75     ,3384.12     ,3311.76
199203       ,99.04      ,146.16      ,138.93     ,2415.65     ,3327.21     ,3220.68
199204       ,95.17      ,141.38      ,132.30     ,2289.28     ,3162.74     ,3030.60
199205       ,94.49      ,140.98      ,129.87     ,2317.71     ,3205.02     ,2985.48
199206       ,99.30      ,146.66      ,134.29     ,2415.84     ,3317.03     ,3103.13
199207       ,78.59      ,120.56      ,118.94     ,2792.02     ,3073.63     ,2298.02
199208       ,76.43      ,117.85      ,115.98     ,2807.54     ,3074.06     ,2273.29
199209       ,75.64      ,119.57      ,115.83     ,2941.84     ,3113.22     ,2327.94
199210       ,74.44      ,117.29      ,114.37     ,2898.72     ,3076.53     ,2296.52
199211       ,71.43      ,113.86      ,111.33     ,2783.19     ,2989.45     ,2264.25
199212       ,72.33      ,115.81      ,114.60     ,2835.52     ,3037.60     ,2317.65
199301       ,74.48      ,117.91      ,116.45     ,2861.94     ,3058.58     ,2330.92
199302       ,77.08      ,120.32      ,118.35     ,2887.36     ,3054.80     ,2335.21
199303       ,78.63      ,122.69      ,118.25     ,2987.47     ,3112.74     ,2351.95
199304       ,84.71      ,131.22      ,125.28     ,3241.72     ,3285.58     ,2488.64
199305       ,89.56      ,138.47      ,129.65     ,3437.20     ,3397.56     ,2567.94
199306       ,95.58      ,147.17      ,138.37     ,3556.25     ,3458.33     ,2645.89
199307       ,87.60      ,123.91      ,125.96     ,2982.76     ,3383.55     ,2772.72
199308       ,89.06      ,126.19      ,126.59     ,3077.56     ,3477.88     ,2800.56
199309       ,94.14      ,133.54      ,133.48     ,3196.59     ,3638.00     ,2933.49
199310       ,93.34      ,132.96      ,134.27     ,3119.50     ,3545.76     ,2899.85
199311       ,94.05      ,133.70      ,136.48     ,3163.31     ,3600.14     ,2933.09
199312       ,89.06      ,127.94      ,130.10     ,2898.18     ,3391.82     ,2806.24
199401       ,93.40      ,134.50      ,135.34     ,2999.11     ,3542.37     ,2921.65
199402      ,103.63      ,144.66      ,144.18     ,3265.70     ,3797.16     ,3097.01
199403      ,104.33      ,145.01      ,144.59     ,3234.96     ,3746.74     ,3045.54
199404      ,101.48      ,142.17      ,139.19     ,3113.92     ,3614.00     ,2911.38
199405      ,105.08      ,146.04      ,141.36     ,3210.89     ,3711.07     ,2957.32
199406      ,104.22      ,144.38      ,138.80     ,3229.50     ,3718.12     ,2933.52
199407       ,93.57      ,127.71      ,125.01     ,3525.06     ,3190.76     ,2790.98
199408       ,94.48      ,128.74      ,126.13     ,3546.06     ,3237.61     ,2845.57
199409       ,96.13      ,130.64      ,130.39     ,3600.07     ,3328.25     ,2933.45
199410       ,95.13      ,129.35      ,129.40     ,3506.74     ,3233.84     ,2839.96
199411       ,96.01      ,130.74      ,129.70     ,3598.15     ,3327.10     ,2901.85
199412       ,91.05      ,124.12      ,122.87     ,3409.59     ,3172.71     ,2752.10
199501       ,91.99      ,125.22      ,123.32     ,3461.45     ,3208.69     ,2774.97
199502       ,90.57      ,123.13      ,121.33     ,3407.72     ,3127.74     ,2742.22
199503       ,91.70      ,124.78      ,123.28     ,3405.94     ,3155.57     ,2799.90
199504       ,93.63      ,127.66      ,126.85     ,3578.02     ,3303.92     ,2917.40
199505       ,95.83      ,129.59      ,129.10     ,3730.13     ,3392.91     ,2994.44
199506       ,95.69      ,129.39      ,129.93     ,3716.28     ,3402.72     ,3019.94
199507      ,101.51      ,126.24      ,118.16     ,3614.14     ,3756.87     ,2764.64
199508      ,106.68      ,131.51      ,125.21     ,3792.70     ,3908.51     ,2917.48
199509      ,108.42      ,131.88      ,125.06     ,3733.95     ,3855.85     ,2862.12
199510      ,109.17      ,132.60      ,126.72     ,3806.27     ,3948.13     ,2924.90
199511      ,104.89      ,129.11      ,121.57     ,3739.04     ,3894.61     ,2889.83
199512      ,107.50      ,131.51      ,123.35     ,3887.38     ,4032.77     ,2927.20
199601      ,111.41      ,134.95      ,125.74     ,4011.35     ,4136.39     ,2976.74
199602      ,114.26      ,136.34      ,127.18     ,4081.75     ,4207.41     ,3018.41
199603      ,115.49      ,139.20      ,131.06     ,4087.46     ,4238.53     ,3068.76
199604      ,117.58      ,141.45      ,133.43     ,4151.51     ,4265.15     ,3108.71
199605      ,125.38      ,148.61      ,141.62     ,4262.45     ,4356.60     ,3227.78
199606      ,128.55      ,151.52      ,146.29     ,4239.64     ,4349.56     ,3250.62
199607      ,112.53      ,140.30      ,142.10     ,4315.71     ,4186.20     ,3015.33
199608      ,106.77      ,133.67      ,131.32     ,4116.38     ,4046.16     ,2881.45
199609      ,108.56      ,136.88      ,136.22     ,4141.24     ,4117.34     ,2932.88
199610      ,109.37      ,138.08      ,138.07     ,4274.25     ,4278.85     ,3063.49
199611      ,109.21      ,138.45      ,135.82     ,4270.27     ,4303.77     ,3028.42
199612      ,111.19      ,141.93      ,138.47     ,4471.35     ,4522.73     ,3199.82
199701      ,110.81      ,141.79      ,137.68     ,4388.51     ,4414.47     ,3153.05
199702      ,111.86      ,141.90      ,138.84     ,4395.73     ,4430.48     ,3196.77
199703      ,112.28      ,142.25      ,135.91     ,4412.92     ,4517.61     ,3162.81
199704      ,109.47      ,138.62      ,129.83     ,4317.92     ,4405.15     ,3065.78
199705      ,107.52      ,136.63      ,126.51     ,4376.21     ,4557.90     ,3163.59
199706      ,116.23      ,147.45      ,139.34     ,4661.62     ,4884.02     ,3428.52
199707      ,121.20      ,157.51      ,155.80     ,4799.97     ,5690.20     ,4291.34
199708      ,119.69      ,157.59      ,158.27     ,4948.34     ,5948.49     ,4574.19
199709      ,118.05      ,156.87      ,157.84     ,4745.33     ,5548.95     ,4315.69
199710      ,119.97      ,162.51      ,165.59     ,4994.36     ,5853.99     ,4589.14
199711      ,115.37      ,157.40      ,156.39     ,4754.60     ,5577.57     ,4301.03
199712      ,110.01      ,151.53      ,147.38     ,4790.03     ,5682.34     ,4334.93
199801      ,106.39      ,148.27      ,144.26     ,4845.68     ,5775.58     ,4331.21
199802      ,110.02      ,150.85      ,145.62     ,4942.70     ,5909.31     ,4468.14
199803      ,117.81      ,161.05      ,156.43     ,5232.57     ,6325.09     ,4830.55
199804      ,121.87      ,165.83      ,163.82     ,5441.30     ,6618.79     ,5004.39
199805      ,122.82      ,168.52      ,166.16     ,5462.28     ,6687.03     ,5112.40
199806      ,121.59      ,165.84      ,160.77     ,5391.54     ,6620.58     ,5016.23
199807      ,127.00      ,179.49      ,171.22     ,6985.96     ,7267.92     ,6552.28
199808      ,121.79      ,172.39      ,163.46     ,6836.33     ,7249.56     ,6622.31
199809      ,105.24      ,148.85      ,133.93     ,6067.96     ,6275.03     ,5580.87
199810      ,104.72      ,150.06      ,135.36     ,6252.17     ,6355.51     ,5554.64
199811      ,111.03      ,159.92      ,142.28     ,6753.50     ,6914.55     ,6075.05
199812      ,116.10      ,167.26      ,149.62     ,7068.31     ,7242.93     ,6496.08
199901      ,118.09      ,170.75      ,155.24     ,7226.41     ,7688.94     ,6787.13
199902      ,119.07      ,169.99      ,160.03     ,7231.22     ,7850.82     ,7108.36
199903      ,115.95      ,163.33      ,153.87     ,7119.75     ,7670.03     ,6762.10
199904      ,119.85      ,165.83      ,160.09     ,7376.23     ,7881.27     ,7146.52
199905      ,129.91      ,177.61      ,172.75     ,7733.12     ,8257.49     ,7368.05
199906      ,129.46      ,178.16      ,171.49     ,7556.01     ,8014.01     ,7049.14
199907      ,145.07      ,207.53      ,195.86     ,8208.13    ,10114.42     ,9017.33
199908      ,148.75      ,210.09      ,198.01     ,8256.06    ,10047.32     ,9073.43
199909      ,149.83      ,210.44      ,201.05     ,8159.89    ,10201.71     ,9144.37
199910      ,150.98      ,211.11      ,203.81     ,8045.24    ,10029.94     ,9375.91
199911      ,150.60      ,207.39      ,205.92     ,8356.69    ,10525.69    ,10010.09
199912      ,153.29      ,209.27      ,218.34     ,8377.06    ,10704.71    ,10969.54
200001      ,159.77      ,216.92      ,237.16     ,8773.61    ,11317.63    ,12494.46
200002      ,160.92      ,211.43      ,238.38     ,8345.85    ,10714.57    ,11760.71
200003      ,177.83      ,221.57      ,270.58     ,8258.57    ,10744.77    ,12434.17
200004      ,171.09      ,219.87      ,260.08     ,8931.55    ,11475.44    ,12957.66
200005      ,155.85      ,208.14      ,228.28     ,8564.82    ,11279.34    ,11781.74
200006      ,151.94      ,206.89      ,219.12     ,8436.68    ,11273.31    ,10929.07
200007      ,160.13      ,229.75      ,260.67     ,9080.95    ,12439.97    ,12688.67
200008      ,154.59      ,224.70      ,247.02     ,8890.73    ,12202.52    ,12245.82
200009      ,162.41      ,233.99      ,255.58     ,9301.35    ,12796.46    ,12982.00
200010      ,156.51      ,229.21      ,238.38     ,9038.04    ,12486.32    ,11831.10
200011      ,147.38      ,219.65      ,212.62     ,8954.26    ,12351.30    ,11237.72
200012      ,142.41      ,212.68      ,186.19     ,8676.76    ,11763.25     ,9799.91
200101      ,148.28      ,224.38      ,189.93     ,8927.97    ,12087.69     ,9459.06
200102      ,152.80      ,230.66      ,202.68     ,9032.45    ,12170.62     ,9932.99
200103      ,150.20      ,224.27      ,186.09     ,8680.56    ,11194.53     ,8441.12
200104      ,141.60      ,212.58      ,167.53     ,8129.58    ,10435.85     ,7634.82
200105      ,151.73      ,226.64      ,180.66     ,8702.82    ,11145.23     ,8573.54
200106      ,154.56      ,230.30      ,184.08     ,8736.97    ,11041.12     ,8344.17
200107      ,141.09      ,206.14      ,176.06     ,8040.66     ,9915.98    ,10672.30
200108      ,137.43      ,201.35      ,161.46     ,7950.61     ,9880.27    ,10203.96
200109      ,138.66      ,199.99      ,154.43     ,7795.17     ,9604.55     ,9316.18
200110      ,121.37      ,175.95      ,128.07     ,7130.63     ,8736.28     ,8277.30
200111      ,124.72      ,182.57      ,138.85     ,7236.34     ,8832.97     ,8791.31
200112      ,129.36      ,190.57      ,148.36     ,7533.95     ,9357.58     ,9469.08
200201      ,130.73      ,194.14      ,150.07     ,7679.79     ,9498.04     ,9474.90
200202      ,130.87      ,192.75      ,145.12     ,7548.00     ,9268.07     ,9070.48
200203      ,133.73      ,195.68      ,140.28     ,7697.80     ,9233.22     ,8785.70
200204      ,141.84      ,207.10      ,149.48     ,8046.01     ,9634.91     ,9255.00
200205      ,147.59      ,215.82      ,148.66     ,7962.11     ,9429.77     ,8697.85
200206      ,152.13      ,219.49      ,148.17     ,8051.95     ,9503.52     ,8587.64
200207      ,116.73      ,194.32      ,165.61     ,7680.38     ,9172.61     ,7478.05
200208      ,104.92      ,178.61      ,147.18     ,6960.19     ,8443.35     ,6834.68
200209      ,104.28      ,178.03      ,145.98     ,6818.07     ,8498.79     ,6858.09
200210       ,96.62      ,166.16      ,133.53     ,6085.21     ,7587.05     ,6167.92
200211       ,97.36      ,166.15      ,135.49     ,6531.09     ,8119.30     ,6568.60
200212      ,103.76      ,172.64      ,143.18     ,6972.90     ,8564.98     ,6789.31
200301      ,101.16      ,171.28      ,140.31     ,6657.23     ,8176.80     ,6530.08
200302      ,100.73      ,170.54      ,138.28     ,6511.44     ,7919.29     ,6345.45
200303      ,100.12      ,169.29      ,136.19     ,6361.44     ,7729.14     ,6284.61
200304      ,100.37      ,168.74      ,134.94     ,6311.04     ,7723.03     ,6268.25
200305      ,109.34      ,182.00      ,146.75     ,6780.44     ,8408.46     ,6792.54
200306      ,120.67      ,196.39      ,162.08     ,7317.61     ,8805.21     ,7252.52
200307      ,124.30      ,185.55      ,166.45     ,7592.64     ,8241.03     ,8073.06
200308      ,131.83      ,191.74      ,173.44     ,7812.27     ,8413.99     ,8171.26
200309      ,141.37      ,200.44      ,182.19     ,8001.41     ,8626.38     ,8300.22
200310      ,147.19      ,207.69      ,187.96     ,8024.27     ,8713.70     ,8435.21
200311      ,159.46      ,220.73      ,201.81     ,8640.61     ,9161.74     ,8849.24
200312      ,161.41      ,226.44      ,204.63     ,8864.55     ,9307.85     ,8961.23
200401      ,168.92      ,236.25      ,213.48     ,9429.14     ,9818.80     ,9476.02
200402      ,181.94      ,245.78      ,222.43     ,9704.92     ,9992.61     ,9641.04
200403      ,184.99      ,252.18      ,227.47     ,9803.17    ,10224.14     ,9891.48
200404      ,190.58      ,259.20      ,235.81     ,9574.39    ,10213.73     ,9879.73
200405      ,183.37      ,251.74      ,229.18     ,9281.95     ,9932.84     ,9732.58
200406      ,180.88      ,250.58      ,227.85     ,9352.49    ,10022.39     ,9811.33
200407      ,159.29      ,231.33      ,217.52     ,7797.71    ,10198.74     ,8315.76
200408      ,150.36      ,222.65      ,205.67     ,7479.43     ,9891.62     ,8020.33
200409      ,149.54      ,223.73      ,205.31     ,7482.63     ,9966.91     ,8090.93
200410      ,154.75      ,229.94      ,212.47     ,7655.91    ,10140.14     ,8283.74
200411      ,159.47      ,236.65      ,218.53     ,7921.59    ,10383.83     ,8457.74
200412      ,174.32      ,256.28      ,236.95     ,8350.31    ,10910.40     ,8861.20
200501      ,181.66      ,266.01      ,245.45     ,8633.20    ,11337.32     ,9190.07
200502      ,181.41      ,267.38      ,246.38     ,8455.04    ,11170.97     ,8979.45
200503      ,188.00      ,276.92      ,255.39     ,8735.06    ,11534.28     ,9185.09
200504      ,183.65      ,272.72      ,248.27     ,8592.66    ,11311.25     ,8961.20
200505      ,175.10      ,264.25      ,240.43     ,8381.36    ,11036.91     ,8753.55
200506      ,177.79      ,265.49      ,240.78     ,8544.61    ,11202.03     ,8915.93
200507      ,173.37      ,258.85      ,231.60     ,8199.09    ,11259.11     ,7886.00
200508      ,181.98      ,269.61      ,242.82     ,8434.46    ,11650.74     ,8222.77
200509      ,185.86      ,273.73      ,246.51     ,8529.63    ,11747.43     ,8298.94
200510      ,189.69      ,278.35      ,252.23     ,8623.00    ,11957.84     ,8583.84
200511      ,185.38      ,273.30      ,244.59     ,8451.85    ,11624.92     ,8398.41
200512      ,191.60      ,280.67      ,252.47     ,8662.47    ,11959.33     ,8750.22
200601      ,199.84      ,292.09      ,264.62     ,8920.64    ,12257.90     ,9096.42
200602      ,213.53      ,312.47      ,287.11     ,9290.77    ,12853.04     ,9560.63
200603      ,213.59      ,311.12      ,283.35     ,9283.14    ,12870.59     ,9554.88
200604      ,221.94      ,324.41      ,296.10     ,9475.33    ,13189.77     ,9792.97
200605      ,228.42      ,336.49      ,307.42     ,9746.72    ,13591.21    ,10079.32
200606      ,214.71      ,321.29      ,287.74     ,9447.89    ,13114.64     ,9568.01
200607      ,193.22      ,299.43      ,259.10    ,10195.29    ,12234.81     ,8474.71
200608      ,189.25      ,293.26      ,249.26    ,10194.23    ,12318.34     ,8494.19
200609      ,194.22      ,301.07      ,256.27    ,10562.44    ,12558.68     ,8700.01
200610      ,194.81      ,301.51      ,253.47    ,10763.45    ,12664.19     ,8775.04
200611      ,203.36      ,312.42      ,265.02    ,11134.53    ,13096.89     ,9183.56
200612      ,209.20      ,321.65      ,271.06    ,11370.34    ,13427.04     ,9493.38
200701      ,212.66      ,328.91      ,275.91    ,11705.35    ,13728.28     ,9698.24
200702      ,218.93      ,334.60      ,280.18    ,11818.09    ,13906.49     ,9806.71
200703      ,221.29      ,339.11      ,282.62    ,11748.24    ,13830.99     ,9808.08
200704      ,226.38      ,347.03      ,287.28    ,11946.62    ,14115.55    ,10032.76
200705      ,233.51      ,358.02      ,297.11    ,12487.98    ,14721.50    ,10355.98
200706      ,238.17      ,365.30      ,303.22    ,12854.74    ,15058.43    ,10692.82
200707      ,227.49      ,335.04      ,311.69    ,13474.82    ,13605.73    ,11108.37
200708      ,222.04      ,328.40      ,305.31    ,13060.36    ,13368.23    ,10991.05
200709      ,212.29      ,318.79      ,290.64    ,13124.69    ,13266.02    ,10937.77
200710      ,215.27      ,323.85      ,300.68    ,13625.65    ,13947.13    ,11623.62
200711      ,221.13      ,332.00      ,317.36    ,14134.06    ,14395.42    ,12051.17
200712      ,206.20      ,309.55      ,289.54    ,13683.59    ,13859.73    ,11413.98
200801      ,201.54      ,302.37      ,283.24    ,13509.64    ,13686.22    ,11302.80
200802      ,186.65      ,280.67      ,252.80    ,12519.49    ,12694.77    ,10357.04
200803      ,189.02      ,283.59      ,258.72    ,12419.78    ,12690.18    ,10445.90
200804      ,186.07      ,281.60      ,248.87    ,12298.87    ,12535.52    ,10278.83
200805      ,188.93      ,286.42      ,256.27    ,12723.14    ,13164.43    ,10916.05
200806      ,195.13      ,292.68      ,266.44    ,12877.44    ,13250.10    ,11213.23
200807      ,202.45      ,289.70      ,246.58    ,11413.64    ,14168.99    ,11167.40
200808      ,201.00      ,284.77      ,233.89    ,11202.29    ,13877.88    ,10690.23
200809      ,198.86      ,279.41      ,225.00    ,11070.39    ,13626.60    ,10341.27
200810      ,177.29      ,247.42      ,188.13     ,9974.05    ,12102.90     ,8613.06
200811      ,142.98      ,197.13      ,138.06     ,8204.70     ,9866.45     ,6720.61
200812      ,133.51      ,183.10      ,126.33     ,7868.50     ,9124.28     ,6133.78
200901      ,142.61      ,192.85      ,134.40     ,8280.57     ,9433.47     ,6391.70
200902      ,131.62      ,177.19      ,125.88     ,7518.51     ,8562.82     ,5954.90
200903      ,117.82      ,159.91      ,113.87     ,6755.39     ,7606.41     ,5488.61
200904      ,124.00      ,169.29      ,121.88     ,7047.52     ,8219.79     ,5838.38
200905      ,138.24      ,190.96      ,141.37     ,7687.59     ,9087.30     ,6626.07
200906      ,152.41      ,210.95      ,160.84     ,8275.47     ,9913.68     ,7382.67
200907      ,146.05      ,211.02      ,181.29     ,8965.38     ,9436.37     ,8697.02
200908      ,158.79      ,227.90      ,196.27     ,9755.33    ,10269.70     ,9418.68
200909      ,169.80      ,240.01      ,205.34    ,10140.12    ,10639.40     ,9673.60
200910      ,180.04      ,253.01      ,218.98    ,10549.13    ,11098.16    ,10105.31
200911      ,172.95      ,247.71      ,213.31    ,10417.51    ,10759.58     ,9993.75
200912      ,174.39      ,251.55      ,216.91    ,10734.30    ,11202.74    ,10339.59
201001      ,179.75      ,257.55      ,223.68    ,10976.99    ,11300.52    ,10605.48
201002      ,178.56      ,254.37      ,218.79    ,10561.08    ,10857.89    ,10140.53
201003      ,181.35      ,258.63      ,222.37    ,10624.24    ,10960.11    ,10320.73
201004      ,193.88      ,275.59      ,235.74    ,11260.20    ,11584.47    ,11042.90
201005      ,203.77      ,284.54      ,243.67    ,11230.62    ,11495.92    ,11041.41
201006      ,180.78      ,257.93      ,218.27    ,10126.23    ,10412.35     ,9902.24
201007      ,157.54      ,248.36      ,229.81     ,8184.01    ,10744.35     ,9611.49
201008      ,169.33      ,265.42      ,243.47     ,8934.03    ,11677.43    ,10337.91
201009      ,160.18      ,253.62      ,233.80     ,8391.31    ,11212.02    ,10122.13
201010      ,180.46      ,281.37      ,259.97     ,9243.43    ,12314.42    ,11053.07
201011      ,187.86      ,289.60      ,268.79     ,9586.78    ,12855.14    ,11464.97
201012      ,188.71      ,286.95      ,265.37     ,9416.56    ,12537.34    ,11134.24
201101      ,208.51      ,312.54      ,289.08    ,10227.11    ,13411.77    ,11897.35
201102      ,212.53      ,315.06      ,290.67    ,10562.65    ,13743.39    ,12059.74
201103      ,221.67      ,326.24      ,300.20    ,10921.29    ,14172.78    ,12507.17
201104      ,222.05      ,327.27      ,299.19    ,10746.68    ,14090.44    ,12417.28
201105      ,228.66      ,337.54      ,308.60    ,11180.10    ,14761.62    ,12852.12
201106      ,221.61      ,326.47      ,299.70    ,10811.51    ,14449.93    ,12610.16
201107      ,199.93      ,323.73      ,289.08    ,11354.88    ,13816.19    ,12298.22
201108      ,197.39      ,320.77      ,287.21    ,11072.71    ,13496.73    ,12246.38
201109      ,179.12      ,297.57      ,262.76    ,10231.11    ,12415.75    ,11394.48
